CAN_1_bin_77_DLHCAE_04715	Anaeromyxobacter_sp._Fw109-5|Orellana2014|NosZ_proteinGI_152026694|len647	81.1	620	0.0
CAN_1_bin_77_DLHCAE_04715	Anaeromyxobacter_sp._K|Orellana2014|NosZ_proteinGI_197121870|len620	81.4	608	0.0
CAN_1_bin_77_DLHCAE_04715	Anaeromyxobacter_dehalogenans_2CP-C|Orellana2014|NosZ_proteinGI_86158824|len620	81.3	610	0.0
CAN_1_bin_77_DLHCAE_04715	Anaeromyxobacter_dehalogenans_2CP-1|Orellana2014|NosZ_proteinGI_220916662|len620	82.2	595	0.0
CAN_1_bin_77_DLHCAE_04715	Anaeromyxobacter_sp._FW109-5|translated_longest_orf|strand_plus|frame_2|aa_len_523	84.7	523	0.0
CAN_1_bin_98_KLJHLB_03109	Candidatus_Accumulibacter_phosphatis_clade_IIA_str._UW-1|Orellana2014|NosZ_proteinGI_257094967|len765	92.0	765	0.0
CAN_1_bin_98_KLJHLB_03109	Dechlorosoma_suillum_PS|Orellana2014|NosZ_proteinGI_372489916|len765	88.2	765	0.0
CAN_1_bin_98_KLJHLB_03109	Dechloromonas_aromatica_RCB|Orellana2014|NosZ_proteinGI_71907203|len760	86.6	756	0.0
CAN_1_bin_98_KLJHLB_03109	Dechloromonas_aromatica_RCB|Orellana2014|NosZ_proteinGI_71907207|len760	86.6	756	0.0
CAN_1_bin_98_KLJHLB_03109	Dechlorosoma_suillum_PS|Orellana2014|NosZ_proteinGI_372487564|len765	85.4	761	0.0
CAN_2_bin_6_HMFKDB_00723	Dechloromonas_aromatica_RCB|Orellana2014|NosZ_proteinGI_71907203|len760	86.4	763	0.0
CAN_2_bin_6_HMFKDB_00723	Dechloromonas_aromatica_RCB|Orellana2014|NosZ_proteinGI_71907207|len760	86.4	763	0.0
CAN_2_bin_6_HMFKDB_00723	Candidatus_Accumulibacter_phosphatis_clade_IIA_str._UW-1|Orellana2014|NosZ_proteinGI_257094967|len765	86.9	761	0.0
CAN_2_bin_6_HMFKDB_00723	Dechlorosoma_suillum_PS|Orellana2014|NosZ_proteinGI_372489916|len765	85.8	765	0.0
CAN_2_bin_6_HMFKDB_00723	Dechlorosoma_suillum_PS|Orellana2014|NosZ_proteinGI_372487564|len765	82.4	762	0.0
CAN_3_bin_203_NGIEFB_03466	Magnetospirillum_magneticum_AMB-1|Orellana2014|NosZ_proteinGI_83312185|len768	70.4	760	0.0
CAN_3_bin_203_NGIEFB_03466	Candidatus_Accumulibacter_phosphatis_clade_IIA_str._UW-1|Orellana2014|NosZ_proteinGI_257094967|len765	72.1	749	0.0
CAN_3_bin_203_NGIEFB_03466	Dechlorosoma_suillum_PS|Orellana2014|NosZ_proteinGI_372489916|len765	70.0	764	0.0
CAN_3_bin_203_NGIEFB_03466	Dechlorosoma_suillum_PS|Orellana2014|NosZ_proteinGI_372487564|len765	69.8	752	0.0
CAN_3_bin_203_NGIEFB_03466	Dechloromonas_aromatica_RCB|Orellana2014|NosZ_proteinGI_71907203|len760	70.4	760	0.0
CAN_3_bin_221_ECOIAL_03204	Hydrogenobacter_thermophilus_TK-6|Orellana2014|NosZ_proteinGI_288817484|len658	68.8	634	0.0
CAN_3_bin_221_ECOIAL_03204	Ignavibacterium_album_JCM_16511|Orellana2014|NosZ_proteinGI_385809432|len648	66.7	646	0.0
CAN_3_bin_221_ECOIAL_03204	Pedobacter_saltans_DSM_12145|Orellana2014|NosZ_proteinGI_325106344|len655	64.5	645	0.0
CAN_3_bin_221_ECOIAL_03204	Dyadobacter_fermentans_DSM_18053|Orellana2014|NosZ_proteinGI_255034499|len658	66.1	646	0.0
CAN_3_bin_221_ECOIAL_03204	Haliscomenobacter_hydrossis_DSM_1100|Orellana2014|NosZ_proteinGI_332667397|len662	67.1	645	0.0
CAN_5_bin_112_DCCNNJ_01028	Dyadobacter_fermentans_DSM_18053|Orellana2014|NosZ_proteinGI_255034499|len658	73.5	646	0.0
CAN_5_bin_112_DCCNNJ_01028	Riemerella_anatipestifer_ATCC_11845__DSM_15868|Orellana2014|NosZ_proteinGI_313207159|len668	71.7	650	0.0
CAN_5_bin_112_DCCNNJ_01028	Flavobacteriaceae_bacterium_3519-10|Orellana2014|NosZ_proteinGI_255536235|len666	71.0	648	0.0
CAN_5_bin_112_DCCNNJ_01028	Pedobacter_saltans_DSM_12145|Orellana2014|NosZ_proteinGI_325106344|len655	71.6	641	0.0
CAN_5_bin_112_DCCNNJ_01028	Haliscomenobacter_hydrossis_DSM_1100|Orellana2014|NosZ_proteinGI_332667397|len662	72.9	638	0.0
CAN_5_bin_147_CIIJDE_02562	Haliscomenobacter_hydrossis_DSM_1100|Orellana2014|NosZ_proteinGI_332667397|len662	74.5	642	0.0
CAN_5_bin_147_CIIJDE_02562	Flavobacteriaceae_bacterium_3519-10|Orellana2014|NosZ_proteinGI_255536235|len666	72.4	644	0.0
CAN_5_bin_147_CIIJDE_02562	Dyadobacter_fermentans_DSM_18053|Orellana2014|NosZ_proteinGI_255034499|len658	72.2	637	0.0
CAN_5_bin_147_CIIJDE_02562	Pedobacter_saltans_DSM_12145|Orellana2014|NosZ_proteinGI_325106344|len655	72.6	638	0.0
CAN_5_bin_147_CIIJDE_02562	Riemerella_anatipestifer_ATCC_11845__DSM_15868|Orellana2014|NosZ_proteinGI_313207159|len668	71.9	631	0.0
CAN_5_bin_40_GNOLDL_01230	Alicycliphilus_denitrificans_BC|Orellana2014|NosZ_proteinGI_319763751|len644	86.8	644	0.0
CAN_5_bin_40_GNOLDL_01230	Acidovorax_sp._JS42|Orellana2014|NosZ_proteinGI_121593552|len646	84.3	658	0.0
CAN_5_bin_40_GNOLDL_01230	Acidovorax_ebreus_TPSY|Orellana2014|NosZ_proteinGI_222110273|len645	85.3	645	0.0
CAN_5_bin_40_GNOLDL_01230	Ralstonia_eutropha_H16|Orellana2014|NosZ_proteinGI_38637913|len643	84.8	644	0.0
CAN_5_bin_40_GNOLDL_01230	Ralstonia_pickettii_12J|Orellana2014|NosZ_proteinGI_187926244|len649	84.5	631	0.0
CAN_5_bin_70_MDDBPK_01672	Dechloromonas_aromatica_RCB|Orellana2014|NosZ_proteinGI_71907203|len760	90.5	761	0.0
CAN_5_bin_70_MDDBPK_01672	Dechloromonas_aromatica_RCB|Orellana2014|NosZ_proteinGI_71907207|len760	90.5	761	0.0
